"","state_po","county_name","county_fips","DEMOCRAT","REPUBLICAN","county","state","lon","lat","rMapState","rMapCounty","win"
"2249","TX","TOM GREEN",48451,12239,32313,"Tom Green County","TX",-100.4685946,31.40131571,"texas","tom green","Donald Trump"
"2250","TX","TRAVIS",48453,435860,161337,"Travis County","TX",-97.77699682,30.32867542,"texas","travis","Joseph Biden"
"2251","TX","TRINITY",48455,1323,5579,"Trinity County","TX",-95.14248188,31.10340587,"texas","trinity","Donald Trump"
"2252","TX","TYLER",48457,1403,8194,"Tyler County","TX",-94.38683284,30.79082789,"texas","tyler","Donald Trump"
"2253","TX","UPSHUR",48459,2877,15809,"Upshur County","TX",-94.94663869,32.76467958,"texas","upshur","Donald Trump"
"2254","TX","UPTON",48461,170,1178,"Upton County","TX",-102.0342229,31.35996424,"texas","upton","Donald Trump"
"2255","TX","UVALDE",48463,4073,6174,"Uvalde County","TX",-99.76467239,29.34688744,"texas","uvalde","Donald Trump"
"2256","TX","VAL VERDE",48465,6771,8284,"Val Verde County","TX",-101.1506281,29.87507433,"texas","val verde","Donald Trump"
"2257","TX","VAN ZANDT",48467,3516,22270,"Van Zandt County","TX",-95.84674238,32.58441228,"texas","van zandt","Donald Trump"
"2258","TX","VICTORIA",48469,10380,23358,"Victoria County","TX",-96.97743574,28.79016418,"texas","victoria","Donald Trump"
"2259","TX","WALKER",48471,7884,15375,"Walker County","TX",-95.59266856,30.75450149,"texas","walker","Donald Trump"
"2260","TX","WALLER",48473,8191,14260,"Waller County","TX",-95.99170314,30.00816345,"texas","waller","Donald Trump"
"2261","TX","WARD",48475,764,3241,"Ward County","TX",-103.1119526,31.51370425,"texas","ward","Donald Trump"
"2262","TX","WASHINGTON",48477,4261,12959,"Washington County","TX",-96.4021888,30.21869973,"texas","washington","Donald Trump"
"2263","TX","WEBB",48479,41820,25898,"Webb County","TX",-99.3451614,27.76349543,"texas","webb","Joseph Biden"
"2264","TX","WHARTON",48481,4694,11926,"Wharton County","TX",-96.24216848,29.27867029,"texas","wharton","Donald Trump"
"2265","TX","WHEELER",48483,168,2159,"Wheeler County","TX",-100.2719071,35.39736411,"texas","wheeler","Donald Trump"
"2266","TX","WICHITA",48485,13161,32069,"Wichita County","TX",-98.69953001,33.98941049,"texas","wichita","Donald Trump"
"2267","TX","WILBARGER",48487,956,3524,"Wilbarger County","TX",-99.23707541,34.080176,"texas","wilbarger","Donald Trump"
"2268","TX","WILLACY",48489,3108,2441,"Willacy County","TX",-97.69554621,26.48147124,"texas","willacy","Joseph Biden"
"2269","TX","WILLIAMSON",48491,143795,139729,"Williamson County","TX",-97.60538469,30.64929589,"texas","williamson","Joseph Biden"
"2270","TX","WILSON",48493,6350,18463,"Wilson County","TX",-98.08359605,29.17861779,"texas","wilson","Donald Trump"
"2271","TX","WINKLER",48495,358,1753,"Winkler County","TX",-103.0701626,31.84588886,"texas","winkler","Donald Trump"
"2272","TX","WISE",48497,4973,27032,"Wise County","TX",-97.65715415,33.21248205,"texas","wise","Donald Trump"
"2273","TX","WOOD",48499,3509,19049,"Wood County","TX",-95.38278553,32.80893886,"texas","wood","Donald Trump"
"2274","TX","YOAKUM",48501,420,2174,"Yoakum County","TX",-102.8306466,33.16862019,"texas","yoakum","Donald Trump"
"2275","TX","YOUNG",48503,1034,7110,"Young County","TX",-98.68474744,33.17943788,"texas","young","Donald Trump"
"2276","TX","ZAPATA",48505,1826,2033,"Zapata County","TX",-99.17758738,27.00829176,"texas","zapata","Donald Trump"
"2277","TX","ZAVALA",48507,2864,1490,"Zavala County","TX",-99.76263828,28.85846073,"texas","zavala","Joseph Biden"
"2278","VT","ADDISON",50001,15089,6567,"Addison County","VT",-73.14629509,44.03205562,"vermont","addison","Joseph Biden"
"2279","VT","BENNINGTON",50003,11858,6724,"Bennington County","VT",-73.09720249,43.03698448,"vermont","bennington","Joseph Biden"
"2280","VT","CALEDONIA",50005,8529,5924,"Caledonia County","VT",-72.09500225,44.46107108,"vermont","caledonia","Joseph Biden"
"2281","VT","CHITTENDEN",50007,72938,20104,"Chittenden County","VT",-73.09515603,44.46173383,"vermont","chittenden","Joseph Biden"
"2282","VT","ESSEX",50009,1890,2164,"Essex County","VT",-71.74051121,44.72271067,"vermont","essex","Donald Trump"
"2283","VT","FRANKLIN",50011,13612,11274,"Franklin County","VT",-72.91620334,44.85467309,"vermont","franklin","Joseph Biden"
"2284","VT","GRAND ISLE",50013,3346,2194,"Grand Isle County","VT",-73.30288416,44.80363274,"vermont","grand isle","Joseph Biden"
"2285","VT","LAMOILLE",50015,10773,4171,"Lamoille County","VT",-72.64148166,44.60399628,"vermont","lamoille","Joseph Biden"
"2286","VT","ORANGE",50017,8351,5782,"Orange County","VT",-72.37895312,44.00901389,"vermont","orange","Joseph Biden"
"2287","VT","ORLEANS",50019,7757,7086,"Orleans County","VT",-72.23833612,44.83745011,"vermont","orleans","Joseph Biden"
"2288","VT","RUTLAND",50021,18746,14625,"Rutland County","VT",-73.0419357,43.57988646,"vermont","rutland","Joseph Biden"
"2289","VT","WASHINGTON",50023,25101,8707,"Washington County","VT",-72.61217388,44.27674439,"vermont","washington","Joseph Biden"
"2290","VT","WINDHAM",50025,20057,7251,"Windham County","VT",-72.71758674,42.99072486,"vermont","windham","Joseph Biden"
"2291","VT","WINDSOR",50027,24779,10135,"Windsor County","VT",-72.58491701,43.58489503,"vermont","windsor","Joseph Biden"
"2292","WV","BARBOUR",54001,1457,5116,"Barbour County","WV",-79.99774987,39.13236574,"west virginia","barbour","Donald Trump"
"2293","WV","BERKELEY",54003,17186,33279,"Berkeley County","WV",-78.027495,39.46488926,"west virginia","berkeley","Donald Trump"
"2294","WV","BOONE",54005,2041,6816,"Boone County","WV",-81.70361842,38.01847712,"west virginia","boone","Donald Trump"
"2295","WV","BRAXTON",54007,1457,4120,"Braxton County","WV",-80.72085026,38.70119123,"west virginia","braxton","Donald Trump"
"2296","WV","BROOKE",54009,2947,7545,"Brooke County","WV",-80.58062076,40.28358382,"west virginia","brooke","Donald Trump"
"2297","WV","CABELL",54011,14994,21721,"Cabell County","WV",-82.24029566,38.42975778,"west virginia","cabell","Donald Trump"
"2298","WV","CALHOUN",54013,568,2364,"Calhoun County","WV",-81.11771691,38.84576967,"west virginia","calhoun","Donald Trump"
"2299","WV","CLAY",54015,641,2679,"Clay County","WV",-81.07055221,38.4626459,"west virginia","clay","Donald Trump"
"2300","WV","DODDRIDGE",54017,435,2619,"Doddridge County","WV",-80.70922131,39.27137119,"west virginia","doddridge","Donald Trump"
"2301","WV","FAYETTE",54019,5063,11580,"Fayette County","WV",-81.07260679,38.02495598,"west virginia","fayette","Donald Trump"
"2302","WV","GILMER",54021,599,2012,"Gilmer County","WV",-80.86217723,38.92264081,"west virginia","gilmer","Donald Trump"
"2303","WV","GRANT",54023,607,4871,"Grant County","WV",-79.20343561,39.10606056,"west virginia","grant","Donald Trump"
"2304","WV","GREENBRIER",54025,4655,10925,"Greenbrier County","WV",-80.45250288,37.94738262,"west virginia","greenbrier","Donald Trump"
"2305","WV","HAMPSHIRE",54027,1939,8033,"Hampshire County","WV",-78.62279571,39.31837661,"west virginia","hampshire","Donald Trump"
"2306","WV","HANCOCK",54029,3790,9806,"Hancock County","WV",-80.57892811,40.53216652,"west virginia","hancock","Donald Trump"
"2307","WV","HARDY",54031,1381,4859,"Hardy County","WV",-78.86563966,39.01166882,"west virginia","hardy","Donald Trump"
"2308","WV","HARRISON",54033,9215,20683,"Harrison County","WV",-80.38401667,39.2865845,"west virginia","harrison","Donald Trump"
"2309","WV","JACKSON",54035,3207,10093,"Jackson County","WV",-81.6728797,38.84657573,"west virginia","jackson","Donald Trump"
"2310","WV","JEFFERSON",54037,12127,15033,"Jefferson County","WV",-77.86483161,39.31058184,"west virginia","jefferson","Donald Trump"
"2311","WV","KANAWHA",54039,34344,46398,"Kanawha County","WV",-81.51638356,38.33557543,"west virginia","kanawha","Donald Trump"
"2312","WV","LEWIS",54041,1538,5782,"Lewis County","WV",-80.5054734,38.99753156,"west virginia","lewis","Donald Trump"
"2313","WV","LINCOLN",54043,1711,6012,"Lincoln County","WV",-82.05940683,38.17193074,"west virginia","lincoln","Donald Trump"
"2314","WV","LOGAN",54045,2333,10534,"Logan County","WV",-81.9365841,37.82529003,"west virginia","logan","Donald Trump"
"2315","WV","MCDOWELL",54047,1333,5148,"McDowell County","WV",-81.65547875,37.37834801,"west virginia","mcdowell","Donald Trump"
"2316","WV","MARION",54049,8901,16300,"Marion County","WV",-80.23813328,39.51233621,"west virginia","marion","Donald Trump"
"2317","WV","MARSHALL",54051,3455,10435,"Marshall County","WV",-80.6657743,39.86918791,"west virginia","marshall","Donald Trump"
"2318","WV","MASON",54053,2526,8491,"Mason County","WV",-82.02640101,38.77267183,"west virginia","mason","Donald Trump"
"2319","WV","MERCER",54055,5556,19237,"Mercer County","WV",-81.10924889,37.40216546,"west virginia","mercer","Donald Trump"
"2320","WV","MINERAL",54057,2660,10040,"Mineral County","WV",-78.9485455,39.41122234,"west virginia","mineral","Donald Trump"
"2321","WV","MINGO",54059,1397,8544,"Mingo County","WV",-82.13376743,37.72188625,"west virginia","mingo","Donald Trump"
"2322","WV","MONONGALIA",54061,20282,20803,"Monongalia County","WV",-80.03540973,39.6329801,"west virginia","monongalia","Donald Trump"
"2323","WV","MONROE",54063,1345,5068,"Monroe County","WV",-80.54483664,37.5606579,"west virginia","monroe","Donald Trump"
"2324","WV","MORGAN",54065,1998,6537,"Morgan County","WV",-78.2714681,39.55707174,"west virginia","morgan","Donald Trump"
"2325","WV","NICHOLAS",54067,2226,8279,"Nicholas County","WV",-80.79551312,38.29458211,"west virginia","nicholas","Donald Trump"
"2326","WV","OHIO",54069,7223,12354,"Ohio County","WV",-80.62537819,40.10426911,"west virginia","ohio","Donald Trump"
"2327","WV","PENDLETON",54071,820,2782,"Pendleton County","WV",-79.36009524,38.68087855,"west virginia","pendleton","Donald Trump"
"2328","WV","PLEASANTS",54073,699,2742,"Pleasants County","WV",-81.17290074,39.37377618,"west virginia","pleasants","Donald Trump"
"2329","WV","POCAHONTAS",54075,1047,2895,"Pocahontas County","WV",-80.0087394,38.3316311,"west virginia","pocahontas","Donald Trump"
"2330","WV","PRESTON",54077,3163,11190,"Preston County","WV",-79.67152863,39.46883287,"west virginia","preston","Donald Trump"
"2331","WV","PUTNAM",54079,7878,20034,"Putnam County","WV",-81.90183331,38.50829269,"west virginia","putnam","Donald Trump"
"2332","WV","RALEIGH",54081,7982,24673,"Raleigh County","WV",-81.24670889,37.76950543,"west virginia","raleigh","Donald Trump"
"2333","WV","RANDOLPH",54083,3362,8673,"Randolph County","WV",-79.88043692,38.77521748,"west virginia","randolph","Donald Trump"
"2334","WV","RITCHIE",54085,586,3649,"Ritchie County","WV",-81.06251896,39.18257473,"west virginia","ritchie","Donald Trump"
"2335","WV","ROANE",54087,1455,4213,"Roane County","WV",-81.34211019,38.71571512,"west virginia","roane","Donald Trump"
"2336","WV","SUMMERS",54089,1448,4074,"Summers County","WV",-80.85556917,37.64742612,"west virginia","summers","Donald Trump"
"2337","WV","TAYLOR",54091,1796,5477,"Taylor County","WV",-80.04795643,39.33591953,"west virginia","taylor","Donald Trump"
"2338","WV","TUCKER",54093,938,2841,"Tucker County","WV",-79.55996776,39.11284223,"west virginia","tucker","Donald Trump"
"2339","WV","TYLER",54095,631,3226,"Tyler County","WV",-80.88633185,39.47085382,"west virginia","tyler","Donald Trump"
"2340","WV","UPSHUR",54097,2256,7771,"Upshur County","WV",-80.23493991,38.90319793,"west virginia","upshur","Donald Trump"
"2341","WV","WAYNE",54099,4088,12585,"Wayne County","WV",-82.41998429,38.15221999,"west virginia","wayne","Donald Trump"
"2342","WV","WEBSTER",54101,610,2759,"Webster County","WV",-80.41792942,38.49581285,"west virginia","webster","Donald Trump"
"2343","WV","WETZEL",54103,1539,4993,"Wetzel County","WV",-80.63567012,39.61217825,"west virginia","wetzel","Donald Trump"
"2344","WV","WIRT",54105,466,2134,"Wirt County","WV",-81.37413177,39.0244132,"west virginia","wirt","Donald Trump"
"2345","WV","WOOD",54107,10926,27202,"Wood County","WV",-81.51679004,39.21804124,"west virginia","wood","Donald Trump"
"2346","WV","WYOMING",54109,1157,7353,"Wyoming County","WV",-81.54435795,37.6083103,"west virginia","wyoming","Donald Trump"
"2347","MD","ALLEGANY",24001,9158,20886,"Allegany County","MD",-78.69579897,39.62446706,"maryland","allegany","Donald Trump"
"2348","MD","ANNE ARUNDEL",24003,172823,127821,"Anne Arundel County","MD",-76.62605938,39.00517129,"maryland","anne arundel","Joseph Biden"
"2349","MD","BALTIMORE",24005,258409,146202,"Baltimore County","MD",-76.6495507,39.47285316,"maryland","baltimore","Joseph Biden"
"2350","MD","CALVERT",24009,22587,25346,"Calvert County","MD",-76.58745064,38.55388989,"maryland","calvert","Donald Trump"
"2351","MD","CAROLINE",24011,5095,10283,"Caroline County","MD",-75.84213917,38.87240851,"maryland","caroline","Donald Trump"
"2352","MD","CARROLL",24013,36456,60218,"Carroll County","MD",-77.03297636,39.56482413,"maryland","carroll","Donald Trump"
"2353","MD","CECIL",24015,16809,29439,"Cecil County","MD",-75.94711022,39.58388904,"maryland","cecil","Donald Trump"
"2354","MD","CHARLES",24017,62171,25579,"Charles County","MD",-77.04193852,38.50030204,"maryland","charles","Joseph Biden"
"2355","MD","DORCHESTER",24019,6857,8764,"Dorchester County","MD",-76.00709459,38.48525807,"maryland","dorchester","Donald Trump"
"2356","MD","FREDERICK",24021,77675,63682,"Frederick County","MD",-77.4078009,39.47735661,"maryland","frederick","Joseph Biden"
"2357","MD","GARRETT",24023,3281,12002,"Garrett County","MD",-79.27323315,39.54134369,"maryland","garrett","Donald Trump"
"2358","MD","HARFORD",24025,63095,80930,"Harford County","MD",-76.32601855,39.56566307,"maryland","harford","Donald Trump"
"2359","MD","HOWARD",24027,129433,48390,"Howard County","MD",-76.93604312,39.24910209,"maryland","howard","Joseph Biden"
"2360","MD","KENT",24029,5329,5195,"Kent County","MD",-76.03564987,39.25720994,"maryland","kent","Joseph Biden"
"2361","MD","MONTGOMERY",24031,419569,101222,"Montgomery County","MD",-77.22022137,39.13830498,"maryland","montgomery","Joseph Biden"
"2362","MD","PRINCE GEORGE'S",24033,379208,37090,"Prince George's County","MD",-76.86381841,38.8280724,"maryland","prince georges","Joseph Biden"
"2363","MD","QUEEN ANNE'S",24035,10709,18741,"Queen Anne's County","MD",-75.98857522,39.08363724,"maryland","queen annes","Donald Trump"
"2364","MD","ST MARY'S",24037,23138,30826,"St. Mary's County","MD",-76.62962841,38.30228619,"maryland","st marys","Donald Trump"
"2365","MD","SOMERSET",24039,4241,5739,"Somerset County","MD",-75.7364942,38.12261807,"maryland","somerset","Donald Trump"
"2366","MD","TALBOT",24041,11062,10946,"Talbot County","MD",-76.09285511,38.77272503,"maryland","talbot","Joseph Biden"
"2367","MD","WASHINGTON",24043,26044,40224,"Washington County","MD",-77.82077328,39.61130684,"maryland","washington","Donald Trump"
"2368","MD","WICOMICO",24045,22054,22944,"Wicomico County","MD",-75.62855168,38.37415718,"maryland","wicomico","Donald Trump"
"2369","MD","WORCESTER",24047,12560,18571,"Worcester County","MD",-75.34420461,38.2264833,"maryland","worcester","Donald Trump"
"2370","MD","BALTIMORE CITY",24510,207260,25374,"Baltimore city","MD",-76.6257442,39.31497769,"maryland","baltimore city","Joseph Biden"
"2371","MA","BARNSTABLE",25001,91994,55311,"Barnstable County","MA",-70.28634062,41.73561679,"massachusetts","barnstable","Joseph Biden"
"2372","MA","BERKSHIRE",25003,51705,18064,"Berkshire County","MA",-73.20492076,42.36782895,"massachusetts","berkshire","Joseph Biden"
"2373","MA","BRISTOL",25005,153377,119872,"Bristol County","MA",-71.10949144,41.80539421,"massachusetts","bristol","Joseph Biden"
"2374","MA","DUKES",25007,9914,2631,"Dukes County","MA",-70.63475653,41.38519077,"massachusetts","dukes","Joseph Biden"
"2375","MA","ESSEX",25009,267198,144837,"Essex County","MA",-70.97771424,42.66979675,"massachusetts","essex","Joseph Biden"
"2376","MA","FRANKLIN",25011,30030,11201,"Franklin County","MA",-72.59140997,42.58310594,"massachusetts","franklin","Joseph Biden"
"2377","MA","HAMPDEN",25013,125948,87318,"Hampden County","MA",-72.62532576,42.13670937,"massachusetts","hampden","Joseph Biden"
"2378","MA","HAMPSHIRE",25015,63362,22281,"Hampshire County","MA",-72.65909999,42.33916007,"massachusetts","hampshire","Joseph Biden"
"2379","MA","MIDDLESEX",25017,617196,226956,"Middlesex County","MA",-71.38994326,42.48438331,"massachusetts","middlesex","Joseph Biden"
"2380","MA","NANTUCKET",25019,5241,1914,"Nantucket County","MA",-70.0530336,41.2892967,"massachusetts","nantucket","Joseph Biden"
"2381","MA","NORFOLK",25021,273312,125294,"Norfolk County","MA",-71.2248266,42.1569883,"massachusetts","norfolk","Joseph Biden"
"2382","MA","PLYMOUTH",25023,173630,121227,"Plymouth County","MA",-70.81561308,41.95679201,"massachusetts","plymouth","Joseph Biden"
"2383","MA","SUFFOLK",25025,270522,58613,"Suffolk County","MA",-71.1056226,42.30927517,"massachusetts","suffolk","Joseph Biden"
"2384","MA","WORCESTER",25027,248773,171683,"Worcester County","MA",-71.90744016,42.35404363,"massachusetts","worcester","Joseph Biden"
"2385","MT","BEAVERHEAD",30001,1608,3923,"Beaverhead County","MT",-112.8902652,45.13107595,"montana","beaverhead","Donald Trump"
"2386","MT","BIG HORN",30003,2491,2207,"Big Horn County","MT",-107.4894888,45.42312206,"montana","big horn","Joseph Biden"
"2387","MT","BLAINE",30005,1589,1469,"Blaine County","MT",-108.9575798,48.43000924,"montana","blaine","Joseph Biden"
"2388","MT","BROADWATER",30007,835,3173,"Broadwater County","MT",-111.4942339,46.33017668,"montana","broadwater","Donald Trump"
"2389","MT","CARBON",30009,2421,4468,"Carbon County","MT",-109.0336171,45.22461065,"montana","carbon","Donald Trump"
"2390","MT","CARTER",30011,74,775,"Carter County","MT",-104.5330757,45.52115218,"montana","carter","Donald Trump"
"2391","MT","CASCADE",30013,15456,23315,"Cascade County","MT",-111.3364735,47.30261094,"montana","cascade","Donald Trump"
"2392","MT","CHOUTEAU",30015,991,1891,"Chouteau County","MT",-110.4275698,47.87627208,"montana","chouteau","Donald Trump"
"2393","MT","CUSTER",30017,1514,4205,"Custer County","MT",-105.5489799,46.25763545,"montana","custer","Donald Trump"
"2394","MT","DANIELS",30019,195,799,"Daniels County","MT",-105.5388551,48.78574382,"montana","daniels","Donald Trump"
"2395","MT","DAWSON",30021,962,3758,"Dawson County","MT",-104.8875546,47.26663705,"montana","dawson","Donald Trump"
"2396","MT","DEER LODGE",30023,2562,2186,"Deer Lodge County","MT",-113.0630134,46.05371756,"montana","deer lodge","Joseph Biden"
"2397","MT","FALLON",30025,172,1375,"Fallon County","MT",-104.4090338,46.33678812,"montana","fallon","Donald Trump"
"2398","MT","FERGUS",30027,1496,4869,"Fergus County","MT",-109.2173914,47.26383094,"montana","fergus","Donald Trump"
"2399","MT","FLATHEAD",30029,20274,38321,"Flathead County","MT",-114.0397919,48.28514657,"montana","flathead","Donald Trump"
"2400","MT","GALLATIN",30031,37044,31696,"Gallatin County","MT",-111.1758678,45.55933454,"montana","gallatin","Joseph Biden"
"2401","MT","GARFIELD",30033,41,764,"Garfield County","MT",-106.9840447,47.28258661,"montana","garfield","Donald Trump"
"2402","MT","GLACIER",30035,3610,1884,"Glacier County","MT",-112.9922656,48.6953199,"montana","glacier","Joseph Biden"
"2403","MT","GOLDEN VALLEY",30037,78,414,"Golden Valley County","MT",-109.1751095,46.37868923,"montana","golden valley","Donald Trump"
"2404","MT","GRANITE",30039,638,1419,"Granite County","MT",-113.4240032,46.39257523,"montana","granite","Donald Trump"
"2405","MT","HILL",30041,2981,3957,"Hill County","MT",-110.1088424,48.62171061,"montana","hill","Donald Trump"
"2406","MT","JEFFERSON",30043,2625,5345,"Jefferson County","MT",-112.0918571,46.14712791,"montana","jefferson","Donald Trump"
"2407","MT","JUDITH BASIN",30045,275,1040,"Judith Basin County","MT",-110.2592671,47.03405228,"montana","judith basin","Donald Trump"
"2408","MT","LAKE",30047,6916,9322,"Lake County","MT",-114.0729456,47.64056478,"montana","lake","Donald Trump"
"2409","MT","LEWIS AND CLARK",30049,19743,21409,"Lewis and Clark County","MT",-112.3862955,47.11573982,"montana","lewis and clark","Donald Trump"
"2410","MT","LIBERTY",30051,249,821,"Liberty County","MT",-111.0248429,48.55243449,"montana","liberty","Donald Trump"
"2411","MT","LINCOLN",30053,2835,8672,"Lincoln County","MT",-115.3926397,48.53635078,"montana","lincoln","Donald Trump"
"2412","MT","MCCONE",30055,155,956,"McCone County","MT",-105.7843952,47.65442419,"montana","mccone","Donald Trump"
"2413","MT","MADISON",30057,1771,4191,"Madison County","MT",-111.9190109,45.3046273,"montana","madison","Donald Trump"
"2414","MT","MEAGHER",30059,258,833,"Meagher County","MT",-110.8891911,46.59442081,"montana","meagher","Donald Trump"
"2415","MT","MINERAL",30061,686,1828,"Mineral County","MT",-114.9961893,47.14170838,"montana","mineral","Donald Trump"
"2416","MT","MISSOULA",30063,43357,26347,"Missoula County","MT",-113.9209295,47.02667804,"montana","missoula","Joseph Biden"
"2417","MT","MUSSELSHELL",30065,413,2423,"Musselshell County","MT",-108.3969088,46.4925782,"montana","musselshell","Donald Trump"
"2418","MT","PARK",30067,5280,6025,"Park County","MT",-110.5239625,45.51687668,"montana","park","Donald Trump"
"2419","MT","PETROLEUM",30069,39,298,"Petroleum County","MT",-108.2459001,47.11866841,"montana","petroleum","Donald Trump"
"2420","MT","PHILLIPS",30071,416,1936,"Phillips County","MT",-107.9130194,48.26050187,"montana","phillips","Donald Trump"
"2421","MT","PONDERA",30073,903,2031,"Pondera County","MT",-112.215085,48.22003748,"montana","pondera","Donald Trump"
"2422","MT","POWDER RIVER",30075,154,970,"Powder River County","MT",-105.6101028,45.39842513,"montana","powder river","Donald Trump"
"2423","MT","POWELL",30077,752,2355,"Powell County","MT",-112.9315202,46.85051821,"montana","powell","Donald Trump"
"2424","MT","PRAIRIE",30079,126,603,"Prairie County","MT",-105.3587682,46.86441293,"montana","prairie","Donald Trump"
"2425","MT","RAVALLI",30081,8763,19114,"Ravalli County","MT",-114.1162854,46.07985138,"montana","ravalli","Donald Trump"
"2426","MT","RICHLAND",30083,875,4800,"Richland County","MT",-104.5657175,47.78905325,"montana","richland","Donald Trump"
"2427","MT","ROOSEVELT",30085,1910,1996,"Roosevelt County","MT",-105.0024213,48.29654528,"montana","roosevelt","Donald Trump"
"2428","MT","ROSEBUD",30087,1199,2486,"Rosebud County","MT",-106.7117979,46.22753373,"montana","rosebud","Donald Trump"
"2429","MT","SANDERS",30089,1820,5660,"Sanders County","MT",-115.1317037,47.67305128,"montana","sanders","Donald Trump"
"2430","MT","SHERIDAN",30091,574,1403,"Sheridan County","MT",-104.5022941,48.72333577,"montana","sheridan","Donald Trump"
"2431","MT","SILVER BOW",30093,10392,7745,"Silver Bow County","MT",-112.6488649,45.89356065,"montana","silver bow","Joseph Biden"
"2432","MT","STILLWATER",30095,1156,4462,"Stillwater County","MT",-109.3977274,45.66964409,"montana","stillwater","Donald Trump"
"2433","MT","SWEET GRASS",30097,549,1840,"Sweet Grass County","MT",-109.944192,45.81562735,"montana","sweet grass","Donald Trump"
"2434","MT","TETON",30099,1007,2608,"Teton County","MT",-112.2246027,47.8312437,"montana","teton","Donald Trump"
"2435","MT","TOOLE",30101,467,1596,"Toole County","MT",-111.6956626,48.65677005,"montana","toole","Donald Trump"
"2436","MT","TREASURE",30103,78,373,"Treasure County","MT",-107.2558632,46.2103466,"montana","treasure","Donald Trump"
"2437","MT","VALLEY",30105,1030,3135,"Valley County","MT",-106.6625046,48.37150077,"montana","valley","Donald Trump"
"2438","MT","WHEATLAND",30107,225,823,"Wheatland County","MT",-109.8467058,46.46045456,"montana","wheatland","Donald Trump"
"2439","MT","WIBAUX",30109,77,516,"Wibaux County","MT",-104.2428826,46.96483097,"montana","wibaux","Donald Trump"
"2440","MT","YELLOWSTONE",30111,30679,50772,"Yellowstone County","MT",-108.2675942,45.93877508,"montana","yellowstone","Donald Trump"
"2441","NE","ADAMS",31001,4213,10085,"Adams County","NE",-98.51034194,40.51878183,"nebraska","adams","Donald Trump"
"2442","NE","ANTELOPE",31003,452,3093,"Antelope County","NE",-98.07021449,42.15670329,"nebraska","antelope","Donald Trump"
"2443","NE","ARTHUR",31005,21,260,"Arthur County","NE",-101.6941861,41.56531103,"nebraska","arthur","Donald Trump"
"2444","NE","BANNER",31007,43,362,"Banner County","NE",-103.7051654,41.54954458,"nebraska","banner","Donald Trump"
"2445","NE","BLAINE",31009,35,280,"Blaine County","NE",-99.97605364,41.91702651,"nebraska","blaine","Donald Trump"
"2446","NE","BOONE",31011,499,2653,"Boone County","NE",-98.07141463,41.69412353,"nebraska","boone","Donald Trump"
"2447","NE","BOX BUTTE",31013,1051,4002,"Box Butte County","NE",-103.0762779,42.21989048,"nebraska","box butte","Donald Trump"
"2448","NE","BOYD",31015,135,1010,"Boyd County","NE",-98.75791863,42.89394581,"nebraska","boyd","Donald Trump"
"2449","NE","BROWN",31017,191,1470,"Brown County","NE",-99.9348142,42.43310645,"nebraska","brown","Donald Trump"
"2450","NE","BUFFALO",31019,6350,16640,"Buffalo County","NE",-99.0800028,40.85218436,"nebraska","buffalo","Donald Trump"
"2451","NE","BURT",31021,1063,2580,"Burt County","NE",-96.33412945,41.84053465,"nebraska","burt","Donald Trump"
"2452","NE","BUTLER",31023,873,3542,"Butler County","NE",-97.12643859,41.21635289,"nebraska","butler","Donald Trump"
"2453","NE","CASS",31025,4737,10121,"Cass County","NE",-96.14342649,40.89932573,"nebraska","cass","Donald Trump"
"2454","NE","CEDAR",31027,725,4174,"Cedar County","NE",-97.2503461,42.58870698,"nebraska","cedar","Donald Trump"
"2455","NE","CHASE",31029,226,1740,"Chase County","NE",-101.7046561,40.52172533,"nebraska","chase","Donald Trump"
"2456","NE","CHERRY",31031,373,2844,"Cherry County","NE",-101.1220668,42.5425076,"nebraska","cherry","Donald Trump"
"2457","NE","CHEYENNE",31033,855,3813,"Cheyenne County","NE",-102.9865534,41.21782263,"nebraska","cheyenne","Donald Trump"
"2458","NE","CLAY",31035,632,2848,"Clay County","NE",-98.06520158,40.51527571,"nebraska","clay","Donald Trump"
"2459","NE","COLFAX",31037,1025,2636,"Colfax County","NE",-97.08404462,41.56386373,"nebraska","colfax","Donald Trump"
"2460","NE","CUMING",31039,870,3507,"Cuming County","NE",-96.78697102,41.89928019,"nebraska","cuming","Donald Trump"
"2461","NE","CUSTER",31041,786,5090,"Custer County","NE",-99.73407812,41.39428448,"nebraska","custer","Donald Trump"
"2462","NE","DAKOTA",31043,2744,3926,"Dakota County","NE",-96.56088125,42.37785368,"nebraska","dakota","Donald Trump"
"2463","NE","DAWES",31045,1082,2931,"Dawes County","NE",-103.1318253,42.71368001,"nebraska","dawes","Donald Trump"
"2464","NE","DAWSON",31047,2497,6524,"Dawson County","NE",-99.82373493,40.8686646,"nebraska","dawson","Donald Trump"
"2465","NE","DEUEL",31049,141,871,"Deuel County","NE",-102.3331104,41.11076915,"nebraska","deuel","Donald Trump"
"2466","NE","DIXON",31051,651,2335,"Dixon County","NE",-96.86221873,42.47853924,"nebraska","dixon","Donald Trump"
"2467","NE","DODGE",31053,5544,10984,"Dodge County","NE",-96.64957708,41.56497213,"nebraska","dodge","Donald Trump"
"2468","NE","DOUGLAS",31055,150350,119159,"Douglas County","NE",-96.13887167,41.28123708,"nebraska","douglas","Joseph Biden"
"2469","NE","DUNDY",31057,105,883,"Dundy County","NE",-101.6895544,40.17869593,"nebraska","dundy","Donald Trump"
